"序号","产品名称","产品编码","型号","Slug","产品类别/系列","检查结果","主图字段","主图引用路径","实际匹配路径","数据文件","数据位置","建议动作"
"152","DPGL800-24BS6-FF/PS","","","","气液混合隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/selection/cards.json","data/products/generated/pumps/diaphragm-pumps/selection/cards.json $[7]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"153","","","DPGL800-24BSC-EP/PS","","气液混合隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpgl800-gas-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpgl800-gas-liquid-diaphragm-pump.json $.modelConfigurations[2] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[3].modelConfigurations[2]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"154","DPGL800 气液混合隔膜泵","","","dpgl800-gas-liquid-diaphragm-pump","气液混合隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpgl800-gas-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json | data/products/generated/pumps/diaphragm-pumps/summary/summary.json","data/products/generated/pumps/diaphragm-pumps/detail/dpgl800-gas-liquid-diaphragm-pump.json $ | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[3] | data/products/generated/pumps/diaphragm-pumps/summary/summary.json $.series[3]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"155","","","DPL30-12BB-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json $.modelConfigurations[3] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[0].modelConfigurations[3]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"156","","","DPL30-12BB-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json $.modelConfigurations[7] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[0].modelConfigurations[7]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"157","","","DPL30-12DB-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json $.modelConfigurations[2] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[0].modelConfigurations[2]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"158","","","DPL30-12DB-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json $.modelConfigurations[6] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[0].modelConfigurations[6]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"159","DPL30-24BB-EP/PS 液体隔膜泵","","","dpl30-24bb-ep-ps-liquid-diaphragm-pump","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/index.json $[5]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"160","","","DPL30-24BB-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json $.modelConfigurations[1] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[0].modelConfigurations[1] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[5].modelConfigurations[0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"161","DPL30-24BB-EP/PS","","","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/selection/cards.json","data/products/generated/pumps/diaphragm-pumps/selection/cards.json $[1]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"162","","","DPL30-24BB-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json $.modelConfigurations[5] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[0].modelConfigurations[5]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"163","DPL30-24DB-EP/PS 液体隔膜泵","","","dpl30-24db-ep-ps-liquid-diaphragm-pump","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/index.json $[4]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"164","","","DPL30-24DB-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json $.modelConfigurations[0] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[0].modelConfigurations[0] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[4].modelConfigurations[0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"165","DPL30-24DB-EP/PS","","","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/selection/cards.json","data/products/generated/pumps/diaphragm-pumps/selection/cards.json $[0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"166","","","DPL30-24DB-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json $.modelConfigurations[4] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[0].modelConfigurations[4]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"167","DPL30 液体隔膜泵","","","dpl30-liquid-diaphragm-pump","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json | data/products/generated/pumps/diaphragm-pumps/summary/summary.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30-liquid-diaphragm-pump.json $ | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[0] | data/products/generated/pumps/diaphragm-pumps/summary/summary.json $.series[0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"168","","","DPL30H-12BS-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json $.modelConfigurations[3] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[2].modelConfigurations[3]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"169","","","DPL30H-12BS-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json $.modelConfigurations[7] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[2].modelConfigurations[7]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"170","","","DPL30H-12DS-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json $.modelConfigurations[2] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[2].modelConfigurations[2]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"171","","","DPL30H-12DS-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json $.modelConfigurations[6] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[2].modelConfigurations[6]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"172","DPL30H-24BS-EP/PS 液体隔膜泵","","","dpl30h-24bs-ep-ps-liquid-diaphragm-pump","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/index.json $[9]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"173","","","DPL30H-24BS-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json $.modelConfigurations[1] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[2].modelConfigurations[1] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[9].modelConfigurations[0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"174","DPL30H-24BS-EP/PS","","","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/selection/cards.json","data/products/generated/pumps/diaphragm-pumps/selection/cards.json $[5]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"175","","","DPL30H-24BS-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json $.modelConfigurations[5] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[2].modelConfigurations[5]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"176","DPL30H-24DS-EP/PS 液体隔膜泵","","","dpl30h-24ds-ep-ps-liquid-diaphragm-pump","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/index.json $[8]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"177","","","DPL30H-24DS-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json $.modelConfigurations[0] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[2].modelConfigurations[0] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[8].modelConfigurations[0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"178","DPL30H-24DS-EP/PS","","","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/selection/cards.json","data/products/generated/pumps/diaphragm-pumps/selection/cards.json $[4]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"179","","","DPL30H-24DS-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json $.modelConfigurations[4] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[2].modelConfigurations[4]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"180","DPL30H 液体隔膜泵","","","dpl30h-liquid-diaphragm-pump","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json | data/products/generated/pumps/diaphragm-pumps/summary/summary.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl30h-liquid-diaphragm-pump.json $ | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[2] | data/products/generated/pumps/diaphragm-pumps/summary/summary.json $.series[2]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"181","","","DPL60-12BB-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json $.modelConfigurations[3] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[1].modelConfigurations[3]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"182","","","DPL60-12BB-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json $.modelConfigurations[7] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[1].modelConfigurations[7]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"183","","","DPL60-12DB-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json $.modelConfigurations[2] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[1].modelConfigurations[2]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"184","","","DPL60-12DB-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json $.modelConfigurations[6] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[1].modelConfigurations[6]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"185","DPL60-24BB-EP/PS 液体隔膜泵","","","dpl60-24bb-ep-ps-liquid-diaphragm-pump","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/index.json $[7]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"186","","","DPL60-24BB-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json $.modelConfigurations[1] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[1].modelConfigurations[1] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[7].modelConfigurations[0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"187","DPL60-24BB-EP/PS","","","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/selection/cards.json","data/products/generated/pumps/diaphragm-pumps/selection/cards.json $[3]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"188","","","DPL60-24BB-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json $.modelConfigurations[5] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[1].modelConfigurations[5]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"189","DPL60-24DB-EP/PS 液体隔膜泵","","","dpl60-24db-ep-ps-liquid-diaphragm-pump","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/index.json $[6]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"190","","","DPL60-24DB-EP/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json $.modelConfigurations[0] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[1].modelConfigurations[0] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[6].modelConfigurations[0]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"191","DPL60-24DB-EP/PS","","","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/selection/cards.json","data/products/generated/pumps/diaphragm-pumps/selection/cards.json $[2]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"192","","","DPL60-24DB-FF/PS","","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json $.modelConfigurations[4] | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[1].modelConfigurations[4]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"193","DPL60 液体隔膜泵","","","dpl60-liquid-diaphragm-pump","液体隔膜泵","未配置主图字段","","","","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json | data/products/generated/pumps/diaphragm-pumps/detail/index.json | data/products/generated/pumps/diaphragm-pumps/summary/summary.json","data/products/generated/pumps/diaphragm-pumps/detail/dpl60-liquid-diaphragm-pump.json $ | data/products/generated/pumps/diaphragm-pumps/detail/index.json $[1] | data/products/generated/pumps/diaphragm-pumps/summary/summary.json $.series[1]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"194","直通底面密封螺纹转倒刺接头","809004","SB-U28-16-PP-W","sb-u28-16-pp-w","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[77] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 5021 行","补充主图路径；补图前暂不发布"
"195","直通底面密封螺纹转倒刺接头","809011","SB-U28-32-PP-W","sb-u28-32-pp-w","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[78] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 5086 行","补充主图路径；补图前暂不发布"
"196","直通底面密封螺纹转倒刺接头","809018","SB-M6-16-PP-W","sb-m6-16-pp-w","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[79] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 5151 行","补充主图路径；补图前暂不发布"
"197","直通底面密封螺纹转倒刺接头","809025","SB-M6-32-PP-W","sb-m6-32-pp-w","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[80] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 5216 行","补充主图路径；补图前暂不发布"
"198","内螺纹六角螺母","809033","PMBSN-M12-PA-B","pmbsn-m12-pa-b","fittings","主图字段为空","mainImage","","","data/products/generated/fittings/female-thread-adapters/detail/index.json","data/products/generated/fittings/female-thread-adapters/detail/index.json $[20]","补充主图路径；补图前暂不发布"
"199","直通螺纹密封螺纹转倒刺接头","809034","SA-G1/8-64C-PP-N（带O圈）","sa-g1-8-64c-pp-n-o-ring-809034","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[49] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 3201 行","补充主图路径；补图前暂不发布"
"200","直通螺纹密封螺纹转倒刺接头","809268","SA-U32-24F-PP-N","sa-u32-24f-pp-n","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[0] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 16 行","补充主图路径；补图前暂不发布"
"201","高压二通内螺纹互转接头","809317","PU-U32-08-SS-N","pu-u32-08-ss-n","fittings","主图字段为空","mainImage","","","data/products/generated/fittings/female-thread-adapters/detail/index.json","data/products/generated/fittings/female-thread-adapters/detail/index.json $[21]","补充主图路径；补图前暂不发布"
"202","直通螺纹密封螺纹转倒刺接头","809323","SA-U32-24F-PA-W","sa-u32-24f-pa-w","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[2] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 146 行","补充主图路径；补图前暂不发布"
"203","直通螺纹密封螺纹转倒刺接头","809339","SA-U32-16F-PA-W","sa-u32-16f-pa-w","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[3] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 211 行","补充主图路径；补图前暂不发布"
"204","直通螺纹密封螺纹转倒刺接头","809490","SA-G1/8-40C-PV-N","sa-g1-8-40c-pv-n","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[47] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 3071 行","补充主图路径；补图前暂不发布"
"205","直通螺纹密封螺纹转倒刺接头","809546","SA-G1/8-40C-PV-N(O圈FKM)","sa-g1-8-40c-pv-n-o-ringfkm","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[48] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 3136 行","补充主图路径；补图前暂不发布"
"206","高压二通内螺纹互转接头","809659","PU-U32-U28-08-SS-N","pu-u32-u28-08-ss-n","fittings","主图字段为空","mainImage","","","data/products/generated/fittings/female-thread-adapters/detail/index.json","data/products/generated/fittings/female-thread-adapters/detail/index.json $[22]","补充主图路径；补图前暂不发布"
"207","高压T型三通内螺纹互转接头","809664","PUT-U32-05-SS-N","put-u32-05-ss-n","fittings","主图字段为空","mainImage","","","data/products/generated/fittings/female-thread-adapters/detail/index.json","data/products/generated/fittings/female-thread-adapters/detail/index.json $[23]","补充主图路径；补图前暂不发布"
"208","直通螺纹密封螺纹转倒刺接头","809826","SA-U32-24F-PV-N","sa-u32-24f-pv-n","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[39] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 2551 行","补充主图路径；补图前暂不发布"
"209","直通螺纹密封螺纹转倒刺接头","809867","SA-G1/8-40C-PV-N（带O圈）","sa-g1-8-40c-pv-n-o-ring","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[50] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 3266 行","补充主图路径；补图前暂不发布"
"210","直通螺纹密封螺纹转倒刺接头","809868","SA-G1/8-40C-PP-N（带O圈）","sa-g1-8-40c-pp-n-o-ring","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[51] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 3331 行","补充主图路径；补图前暂不发布"
"211","直通螺纹密封螺纹转倒刺接头","809873","SA-G1/8-64C-PV-N（带O圈）","sa-g1-8-64c-pv-n-o-ring","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[52] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 3396 行","补充主图路径；补图前暂不发布"
"212","直通螺纹密封螺纹转倒刺接头","809924","SA-G1/8-64C-PP-N（带O圈）","sa-g1-8-64c-pp-n-o-ring-809924","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[53] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 3461 行","补充主图路径；补图前暂不发布"
"213","旋转锁圈公鲁尔接头","809932","LPR-32-PV-N","lpr-32-pv-n","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/luer-fittings/detail/index.json | data/products/selection/luer-fitting-asset-map.generated.json","data/products/generated/fittings/luer-fittings/detail/index.json $[61] | data/products/selection/luer-fitting-asset-map.generated.json $.809932","补充主图路径；补图前暂不发布"
"214","T型三通内螺纹互转接头","809939","UT-M6-20-PP-N","ut-m6-20-pp-n","fittings","主图字段为空","mainImage","","","data/products/generated/fittings/female-thread-adapters/detail/index.json","data/products/generated/fittings/female-thread-adapters/detail/index.json $[16]","补充主图路径；补图前暂不发布"
